"","County","Candidate","Party","Votes","PercentageOfTotalVotes","TotalCountyVotes","Year"
"1","Adams","Bush","R",2087,45.5179934569248,4585,1992
"2","Adams","Clinton","D",1449,31.6030534351145,4585,1992
"3","Adams","Perot","IC",1010,22.0283533260633,4585,1992
"4","Adams","Gritz","PP",16,0.34896401308615,4585,1992
"5","Adams","Marrou","L",12,0.261723009814613,4585,1992
"6","Adams","Hagelin","NL",3,0.0654307524536532,4585,1992
"7","Adams","Daniels","IC",3,0.0654307524536532,4585,1992
"8","Adams","Fulani",NA,2,0.0436205016357688,4585,1992
"9","Adams","Phillips","WT",2,0.0436205016357688,4585,1992
"10","Adams","LaRouche","IC",1,0.0218102508178844,4585,1992
"11","Adams","Warren","SW",0,0,4585,1992
"12","Asotin","Clinton","D",3239,42.6408636124276,7596,1992
"13","Asotin","Bush","R",2425,31.9246972090574,7596,1992
"14","Asotin","Perot","IC",1849,24.3417588204318,7596,1992
"15","Asotin","Marrou","L",37,0.487098472880463,7596,1992
"16","Asotin","Gritz","PP",23,0.302790942601369,7596,1992
"17","Asotin","Phillips","WT",8,0.105318588730911,7596,1992
"18","Asotin","Fulani",NA,6,0.0789889415481833,7596,1992
"19","Asotin","Daniels","IC",6,0.0789889415481833,7596,1992
"20","Asotin","Hagelin","NL",3,0.0394944707740916,7596,1992
"21","Asotin","LaRouche","IC",0,0,7596,1992
"22","Asotin","Warren","SW",0,0,7596,1992
"23","Benton","Bush","R",22883,43.5021482072925,52602,1992
"24","Benton","Clinton","D",16459,31.2896848028592,52602,1992
"25","Benton","Perot","IC",12878,24.4819588608798,52602,1992
"26","Benton","Marrou","L",162,0.30797308087145,52602,1992
"27","Benton","Gritz","PP",89,0.169195087639253,52602,1992
"28","Benton","Phillips","WT",50,0.0950534200220524,52602,1992
"29","Benton","Hagelin","NL",28,0.0532299152123493,52602,1992
"30","Benton","Fulani",NA,21,0.039922436409262,52602,1992
"31","Benton","LaRouche","IC",13,0.0247138892057336,52602,1992
"32","Benton","Daniels","IC",12,0.0228128208052926,52602,1992
"33","Benton","Warren","SW",7,0.0133074788030873,52602,1992
"34","Chelan","Bush","R",10716,45.646617822457,23476,1992
"35","Chelan","Clinton","D",7860,33.4810018742546,23476,1992
"36","Chelan","Perot","IC",4606,19.6200374850912,23476,1992
"37","Chelan","Gritz","PP",117,0.498381325609133,23476,1992
"38","Chelan","Marrou","L",95,0.404668597716817,23476,1992
"39","Chelan","Hagelin","NL",33,0.140569091838473,23476,1992
"40","Chelan","Phillips","WT",27,0.115011075140569,23476,1992
"41","Chelan","Fulani",NA,8,0.0340773555972057,23476,1992
"42","Chelan","LaRouche","IC",5,0.0212983472482535,23476,1992
"43","Chelan","Warren","SW",5,0.0212983472482535,23476,1992
"44","Chelan","Daniels","IC",4,0.0170386777986028,23476,1992
"45","Clallam","Clinton","D",10820,37.7358490566038,28673,1992
"46","Clallam","Bush","R",9765,34.0564293935061,28673,1992
"47","Clallam","Perot","IC",7775,27.1161022564782,28673,1992
"48","Clallam","Marrou","L",130,0.453388204931469,28673,1992
"49","Clallam","Gritz","PP",51,0.177867680396192,28673,1992
"50","Clallam","Phillips","WT",45,0.156942070937816,28673,1992
"51","Clallam","Hagelin","NL",33,0.115090852021065,28673,1992
"52","Clallam","Fulani",NA,16,0.0558016252223346,28673,1992
"53","Clallam","LaRouche","IC",15,0.0523140236459387,28673,1992
"54","Clallam","Daniels","IC",12,0.0418512189167509,28673,1992
"55","Clallam","Warren","SW",11,0.038363617340355,28673,1992
"56","Clark","Clinton","D",42648,40.0315386348277,106536,1992
"57","Clark","Bush","R",36906,34.641811218743,106536,1992
"58","Clark","Perot","IC",26163,24.5578959225051,106536,1992
"59","Clark","Marrou","L",289,0.271269805511752,106536,1992
"60","Clark","Gritz","PP",225,0.211196215363821,106536,1992
"61","Clark","Phillips","WT",97,0.0910490350679583,106536,1992
"62","Clark","Hagelin","NL",69,0.0647668393782384,106536,1992
"63","Clark","Fulani",NA,49,0.0459938424570098,106536,1992
"64","Clark","LaRouche","IC",38,0.0356686941503342,106536,1992
"65","Clark","Daniels","IC",37,0.0347300443042727,106536,1992
"66","Clark","Warren","SW",15,0.0140797476909214,106536,1992
"67","Columbia","Bush","R",761,39.7596656217346,1914,1992
"68","Columbia","Clinton","D",668,34.9007314524556,1914,1992
"69","Columbia","Perot","IC",466,24.3469174503657,1914,1992
"70","Columbia","Marrou","L",7,0.365726227795193,1914,1992
"71","Columbia","Phillips","WT",4,0.208986415882968,1914,1992
"72","Columbia","LaRouche","IC",4,0.208986415882968,1914,1992
"73","Columbia","Gritz","PP",3,0.156739811912226,1914,1992
"74","Columbia","Warren","SW",1,0.0522466039707419,1914,1992
"75","Columbia","Fulani",NA,0,0,1914,1992
"76","Columbia","Daniels","IC",0,0,1914,1992
"77","Columbia","Hagelin","NL",0,0,1914,1992
"78","Cowlitz","Clinton","D",15052,43.5923426684816,34529,1992
"79","Cowlitz","Bush","R",10000,28.9611630803093,34529,1992
"80","Cowlitz","Perot","IC",9246,26.777491384054,34529,1992
"81","Cowlitz","Gritz","PP",105,0.304092212343248,34529,1992
"82","Cowlitz","Marrou","L",67,0.194039792638072,34529,1992
"83","Cowlitz","Phillips","WT",16,0.0463378609284949,34529,1992
"84","Cowlitz","Fulani",NA,14,0.040545628312433,34529,1992
"85","Cowlitz","LaRouche","IC",10,0.0289611630803093,34529,1992
"86","Cowlitz","Hagelin","NL",7,0.0202728141562165,34529,1992
"87","Cowlitz","Warren","SW",6,0.0173766978481856,34529,1992
"88","Cowlitz","Daniels","IC",6,0.0173766978481856,34529,1992
"89","Douglas","Bush","R",4920,44.5329471397538,11048,1992
"90","Douglas","Clinton","D",3731,33.7708182476466,11048,1992
"91","Douglas","Perot","IC",2315,20.954018826937,11048,1992
"92","Douglas","Gritz","PP",34,0.307748008689356,11048,1992
"93","Douglas","Marrou","L",15,0.135771180304127,11048,1992
"94","Douglas","Hagelin","NL",11,0.0995655322230268,11048,1992
"95","Douglas","Phillips","WT",8,0.0724112961622013,11048,1992
"96","Douglas","LaRouche","IC",7,0.0633598841419261,11048,1992
"97","Douglas","Fulani",NA,3,0.0271542360608255,11048,1992
"98","Douglas","Warren","SW",2,0.0181028240405503,11048,1992
"99","Douglas","Daniels","IC",2,0.0181028240405503,11048,1992
"100","Ferry","Clinton","D",963,37.6613218615565,2557,1992
"101","Ferry","Bush","R",773,30.2307391474384,2557,1992
"102","Ferry","Perot","IC",762,29.800547516621,2557,1992
"103","Ferry","Gritz","PP",25,0.977708251857646,2557,1992
"104","Ferry","Phillips","WT",14,0.547516621040282,2557,1992
"105","Ferry","Marrou","L",10,0.391083300743058,2557,1992
"106","Ferry","Daniels","IC",3,0.117324990222917,2557,1992
"107","Ferry","Fulani",NA,3,0.117324990222917,2557,1992
"108","Ferry","LaRouche","IC",2,0.0782166601486116,2557,1992
"109","Ferry","Hagelin","NL",2,0.0782166601486116,2557,1992
"110","Ferry","Warren","SW",0,0,2557,1992
"111","Franklin","Bush","R",4486,41.0167321934717,10937,1992
"112","Franklin","Clinton","D",3743,34.2232787784584,10937,1992
"113","Franklin","Perot","IC",2597,23.7450854896224,10937,1992
"114","Franklin","Gritz","PP",46,0.420590655572826,10937,1992
"115","Franklin","Phillips","WT",22,0.201152052665265,10937,1992
"116","Franklin","Marrou","L",21,0.192008777544116,10937,1992
"117","Franklin","LaRouche","IC",6,0.0548596507268904,10937,1992
"118","Franklin","Daniels","IC",5,0.045716375605742,10937,1992
"119","Franklin","Hagelin","NL",5,0.045716375605742,10937,1992
"120","Franklin","Fulani",NA,4,0.0365731004845936,10937,1992
"121","Franklin","Warren","SW",2,0.0182865502422968,10937,1992
"122","Garfield","Bush","R",620,46.9341408024224,1321,1992
"123","Garfield","Clinton","D",473,35.8062074186223,1321,1992
"124","Garfield","Perot","IC",222,16.8054504163512,1321,1992
"125","Garfield","Gritz","PP",4,0.302800908402725,1321,1992
"126","Garfield","Marrou","L",1,0.0757002271006813,1321,1992
"127","Garfield","Warren","SW",1,0.0757002271006813,1321,1992
"128","Garfield","Fulani",NA,0,0,1321,1992
"129","Garfield","Daniels","IC",0,0,1321,1992
"130","Garfield","Phillips","WT",0,0,1321,1992
"131","Garfield","Hagelin","NL",0,0,1321,1992
"132","Garfield","LaRouche","IC",0,0,1321,1992
"133","Grant","Bush","R",9503,43.3511244924958,21921,1992
"134","Grant","Clinton","D",7278,33.2010400985356,21921,1992
"135","Grant","Perot","IC",4898,22.3438711737603,21921,1992
"136","Grant","Gritz","PP",111,0.506363760777337,21921,1992
"137","Grant","Marrou","L",59,0.269148305278044,21921,1992
"138","Grant","Phillips","WT",27,0.123169563432325,21921,1992
"139","Grant","Hagelin","NL",19,0.0866748779708955,21921,1992
"140","Grant","LaRouche","IC",12,0.0547420281921445,21921,1992
"141","Grant","Fulani",NA,9,0.0410565211441084,21921,1992
"142","Grant","Warren","SW",3,0.0136855070480361,21921,1992
"143","Grant","Daniels","IC",2,0.00912367136535742,21921,1992
"144","Grays Harbor","Clinton","D",12599,46.2552316616492,27238,1992
"145","Grays Harbor","Perot","IC",7460,27.3882076510757,27238,1992
"146","Grays Harbor","Bush","R",6904,25.3469417725237,27238,1992
"147","Grays Harbor","Gritz","PP",82,0.301050003671341,27238,1992
"148","Grays Harbor","Marrou","L",59,0.216609148983038,27238,1992
"149","Grays Harbor","Phillips","WT",48,0.17622439239298,27238,1992
"150","Grays Harbor","Fulani",NA,27,0.0991262207210515,27238,1992
"151","Grays Harbor","Hagelin","NL",22,0.080769513180116,27238,1992
"152","Grays Harbor","LaRouche","IC",21,0.0770981716719289,27238,1992
"153","Grays Harbor","Daniels","IC",10,0.0367134150818709,27238,1992
"154","Grays Harbor","Warren","SW",6,0.0220280490491225,27238,1992
"155","Island","Clinton","D",9555,35.1700530035336,27168,1992
"156","Island","Bush","R",9526,35.0633097762073,27168,1992
"157","Island","Perot","IC",7889,29.0378386336867,27168,1992
"158","Island","Marrou","L",74,0.272379269729093,27168,1992
"159","Island","Hagelin","NL",35,0.128828032979976,27168,1992
"160","Island","Gritz","PP",35,0.128828032979976,27168,1992
"161","Island","Phillips","WT",23,0.084658421672556,27168,1992
"162","Island","Fulani",NA,14,0.0515312131919906,27168,1992
"163","Island","LaRouche","IC",8,0.0294464075382803,27168,1992
"164","Island","Daniels","IC",6,0.0220848056537102,27168,1992
"165","Island","Warren","SW",3,0.0110424028268551,27168,1992
"166","Jefferson","Clinton","D",6148,47.5042497295627,12942,1992
"167","Jefferson","Bush","R",3467,26.7887498068305,12942,1992
"168","Jefferson","Perot","IC",3168,24.4784422809458,12942,1992
"169","Jefferson","Marrou","L",68,0.525421109565755,12942,1992
"170","Jefferson","Hagelin","NL",26,0.200896306598671,12942,1992
"171","Jefferson","Gritz","PP",20,0.154535620460516,12942,1992
"172","Jefferson","Fulani",NA,19,0.14680883943749,12942,1992
"173","Jefferson","LaRouche","IC",8,0.0618142481842065,12942,1992
"174","Jefferson","Daniels","IC",7,0.0540874671611807,12942,1992
"175","Jefferson","Phillips","WT",7,0.0540874671611807,12942,1992
"176","Jefferson","Warren","SW",4,0.0309071240921032,12942,1992
"177","King","Clinton","D",391050,50.2252139436137,778593,1992
"178","King","Bush","R",212986,27.3552420841184,778593,1992
"179","King","Perot","IC",167216,21.4766893614507,778593,1992
"180","King","Marrou","L",2818,0.361934926206632,778593,1992
"181","King","Gritz","PP",1120,0.143849225461827,778593,1992
"182","King","Hagelin","NL",1005,0.1290789924903,778593,1992
"183","King","Fulani",NA,823,0.105703493352753,778593,1992
"184","King","Phillips","WT",638,0.081942683789862,778593,1992
"185","King","Daniels","IC",480,0.0616496680550686,778593,1992
"186","King","LaRouche","IC",240,0.0308248340275343,778593,1992
"187","King","Warren","SW",217,0.0278707874332289,778593,1992
"188","Kitsap","Clinton","D",34442,38.8876343600397,88568,1992
"189","Kitsap","Bush","R",29340,33.1270887905338,88568,1992
"190","Kitsap","Perot","IC",23873,26.9544304940836,88568,1992
"191","Kitsap","Marrou","L",323,0.364691536446572,88568,1992
"192","Kitsap","Gritz","PP",196,0.221298888989251,88568,1992
"193","Kitsap","Hagelin","NL",116,0.130972811850781,88568,1992
"194","Kitsap","Phillips","WT",111,0.125327432029627,88568,1992
"195","Kitsap","Fulani",NA,58,0.0654864059253907,88568,1992
"196","Kitsap","Daniels","IC",50,0.0564537982115437,88568,1992
"197","Kitsap","LaRouche","IC",42,0.0474211904976967,88568,1992
"198","Kitsap","Warren","SW",17,0.0191942913919248,88568,1992
"199","Kittitas","Clinton","D",5432,43.8595074687122,12385,1992
"200","Kittitas","Bush","R",4078,32.9269277351635,12385,1992
"201","Kittitas","Perot","IC",2778,22.4303593056116,12385,1992
"202","Kittitas","Marrou","L",40,0.322971336293904,12385,1992
"203","Kittitas","Gritz","PP",21,0.1695599515543,12385,1992
"204","Kittitas","Fulani",NA,13,0.104965684295519,12385,1992
"205","Kittitas","Phillips","WT",10,0.080742834073476,12385,1992
"206","Kittitas","Daniels","IC",7,0.0565199838514332,12385,1992
"207","Kittitas","Hagelin","NL",4,0.0322971336293904,12385,1992
"208","Kittitas","LaRouche","IC",2,0.0161485668146952,12385,1992
"209","Kittitas","Warren","SW",0,0,12385,1992
"210","Klickitat","Clinton","D",2758,40.2686523580085,6849,1992
"211","Klickitat","Bush","R",2085,30.4424003504161,6849,1992
"212","Klickitat","Perot","IC",1938,28.2961016206746,6849,1992
"213","Klickitat","Gritz","PP",26,0.379617462403271,6849,1992
"214","Klickitat","Marrou","L",22,0.32121477587969,6849,1992
"215","Klickitat","Phillips","WT",11,0.160607387939845,6849,1992
"216","Klickitat","Hagelin","NL",3,0.0438020148926851,6849,1992
"217","Klickitat","LaRouche","IC",2,0.02920134326179,6849,1992
"218","Klickitat","Fulani",NA,2,0.02920134326179,6849,1992
"219","Klickitat","Daniels","IC",1,0.014600671630895,6849,1992
"220","Klickitat","Warren","SW",1,0.014600671630895,6849,1992
"221","Lewis","Bush","R",12316,45.3327444051826,27168,1992
"222","Lewis","Clinton","D",7810,28.7470553592462,27168,1992
"223","Lewis","Perot","IC",6684,24.6024734982332,27168,1992
"224","Lewis","Gritz","PP",161,0.592608951707892,27168,1992
"225","Lewis","Marrou","L",76,0.279740871613663,27168,1992
"226","Lewis","Phillips","WT",50,0.184040047114252,27168,1992
"227","Lewis","Hagelin","NL",35,0.128828032979976,27168,1992
"228","Lewis","Daniels","IC",13,0.0478504122497055,27168,1992
"229","Lewis","LaRouche","IC",10,0.0368080094228504,27168,1992
"230","Lewis","Fulani",NA,7,0.0257656065959953,27168,1992
"231","Lewis","Warren","SW",6,0.0220848056537102,27168,1992
"232","Lincoln","Bush","R",2152,43.589224225238,4937,1992
"233","Lincoln","Clinton","D",1653,33.4818715819323,4937,1992
"234","Lincoln","Perot","IC",1098,22.240226858416,4937,1992
"235","Lincoln","Gritz","PP",12,0.243062588616569,4937,1992
"236","Lincoln","Marrou","L",10,0.202552157180474,4937,1992
"237","Lincoln","Phillips","WT",5,0.101276078590237,4937,1992
"238","Lincoln","Daniels","IC",3,0.0607656471541422,4937,1992
"239","Lincoln","Hagelin","NL",2,0.0405104314360948,4937,1992
"240","Lincoln","Fulani",NA,2,0.0405104314360948,4937,1992
"241","Lincoln","Warren","SW",0,0,4937,1992
"242","Lincoln","LaRouche","IC",0,0,4937,1992
"243","Mason","Clinton","D",8076,41.1494955671049,19626,1992
"244","Mason","Bush","R",5776,29.4303474982167,19626,1992
"245","Mason","Perot","IC",5577,28.4163864261694,19626,1992
"246","Mason","Marrou","L",70,0.356669723835728,19626,1992
"247","Mason","Phillips","WT",40,0.203811270763273,19626,1992
"248","Mason","Hagelin","NL",31,0.157953734841537,19626,1992
"249","Mason","Gritz","PP",31,0.157953734841537,19626,1992
"250","Mason","Fulani",NA,10,0.0509528176908183,19626,1992
"251","Mason","LaRouche","IC",6,0.030571690614491,19626,1992
"252","Mason","Daniels","IC",6,0.030571690614491,19626,1992
"253","Mason","Warren","SW",3,0.0152858453072455,19626,1992
"254","Okanogan","Clinton","D",5015,38.4792449934781,13033,1992
"255","Okanogan","Bush","R",4265,32.7246221130975,13033,1992
"256","Okanogan","Perot","IC",3541,27.1694928259035,13033,1992
"257","Okanogan","Gritz","PP",78,0.598480779559579,13033,1992
"258","Okanogan","Marrou","L",51,0.391314355865879,13033,1992
"259","Okanogan","Hagelin","NL",28,0.214839254200875,13033,1992
"260","Okanogan","Phillips","WT",24,0.184147932172178,13033,1992
"261","Okanogan","Fulani",NA,12,0.0920739660860892,13033,1992
"262","Okanogan","Daniels","IC",10,0.076728305071741,13033,1992
"263","Okanogan","LaRouche","IC",8,0.0613826440573928,13033,1992
"264","Okanogan","Warren","SW",1,0.0076728305071741,13033,1992
"265","Pacific","Clinton","D",4587,49.5784695201038,9252,1992
"266","Pacific","Perot","IC",2351,25.4107220060527,9252,1992
"267","Pacific","Bush","R",2243,24.2434068309555,9252,1992
"268","Pacific","Marrou","L",25,0.270211846087332,9252,1992
"269","Pacific","Gritz","PP",20,0.216169476869866,9252,1992
"270","Pacific","Phillips","WT",10,0.108084738434933,9252,1992
"271","Pacific","Hagelin","NL",5,0.0540423692174665,9252,1992
"272","Pacific","Daniels","IC",5,0.0540423692174665,9252,1992
"273","Pacific","Fulani",NA,4,0.0432338953739732,9252,1992
"274","Pacific","LaRouche","IC",1,0.0108084738434933,9252,1992
"275","Pacific","Warren","SW",1,0.0108084738434933,9252,1992
"276","Pend Oreille","Clinton","D",1798,38.1255301102629,4716,1992
"277","Pend Oreille","Bush","R",1528,32.4003392705683,4716,1992
"278","Pend Oreille","Perot","IC",1340,28.4139100932994,4716,1992
"279","Pend Oreille","Gritz","PP",15,0.318066157760814,4716,1992
"280","Pend Oreille","Marrou","L",13,0.275657336726039,4716,1992
"281","Pend Oreille","Phillips","WT",12,0.254452926208651,4716,1992
"282","Pend Oreille","Hagelin","NL",6,0.127226463104326,4716,1992
"283","Pend Oreille","LaRouche","IC",2,0.0424088210347752,4716,1992
"284","Pend Oreille","Fulani",NA,1,0.0212044105173876,4716,1992
"285","Pend Oreille","Daniels","IC",1,0.0212044105173876,4716,1992
"286","Pend Oreille","Warren","SW",0,0,4716,1992
"287","Pierce","Clinton","D",102243,42.3982682905589,241149,1992
"288","Pierce","Bush","R",77410,32.1004855918955,241149,1992
"289","Pierce","Perot","IC",59523,24.6830797556697,241149,1992
"290","Pierce","Marrou","L",736,0.305205495357642,241149,1992
"291","Pierce","Gritz","PP",451,0.187021302182468,241149,1992
"292","Pierce","Phillips","WT",253,0.104914389029189,241149,1992
"293","Pierce","Hagelin","NL",225,0.093303310401453,241149,1992
"294","Pierce","Fulani",NA,119,0.0493470841678796,241149,1992
"295","Pierce","LaRouche","IC",91,0.0377360055401432,241149,1992
"296","Pierce","Daniels","IC",58,0.0240515200145968,241149,1992
"297","Pierce","Warren","SW",40,0.0165872551824805,241149,1992
"298","San Juan","Clinton","D",3353,47.1125474216664,7117,1992
"299","San Juan","Bush","R",1901,26.7106927076015,7117,1992
"300","San Juan","Perot","IC",1776,24.9543346915835,7117,1992
"301","San Juan","Marrou","L",39,0.547983700997611,7117,1992
"302","San Juan","Fulani",NA,14,0.196712097794014,7117,1992
"303","San Juan","Hagelin","NL",14,0.196712097794014,7117,1992
"304","San Juan","Gritz","PP",9,0.126457777153295,7117,1992
"305","San Juan","Daniels","IC",5,0.0702543206407194,7117,1992
"306","San Juan","Warren","SW",2,0.0281017282562878,7117,1992
"307","San Juan","Phillips","WT",2,0.0281017282562878,7117,1992
"308","San Juan","LaRouche","IC",2,0.0281017282562878,7117,1992
"309","Skagit","Clinton","D",15936,39.1278727165586,40728,1992
"310","Skagit","Bush","R",13388,32.8717344333137,40728,1992
"311","Skagit","Perot","IC",10973,26.9421528186997,40728,1992
"312","Skagit","Marrou","L",170,0.41740326065606,40728,1992
"313","Skagit","Gritz","PP",92,0.225888823413868,40728,1992
"314","Skagit","Hagelin","NL",61,0.149774111176586,40728,1992
"315","Skagit","Phillips","WT",46,0.112944411706934,40728,1992
"316","Skagit","Fulani",NA,31,0.0761147122372815,40728,1992
"317","Skagit","LaRouche","IC",15,0.0368296994696523,40728,1992
"318","Skagit","Daniels","IC",10,0.0245531329797682,40728,1992
"319","Skagit","Warren","SW",6,0.0147318797878609,40728,1992
"320","Skamania","Clinton","D",1474,40.054347826087,3680,1992
"321","Skamania","Bush","R",1102,29.945652173913,3680,1992
"322","Skamania","Perot","IC",1050,28.5326086956522,3680,1992
"323","Skamania","Marrou","L",27,0.733695652173913,3680,1992
"324","Skamania","Gritz","PP",15,0.407608695652174,3680,1992
"325","Skamania","Fulani",NA,3,0.0815217391304348,3680,1992
"326","Skamania","Phillips","WT",3,0.0815217391304348,3680,1992
"327","Skamania","Hagelin","NL",3,0.0815217391304348,3680,1992
"328","Skamania","Warren","SW",2,0.0543478260869565,3680,1992
"329","Skamania","LaRouche","IC",1,0.0271739130434783,3680,1992
"330","Skamania","Daniels","IC",0,0,3680,1992
"331","Snohomish","Clinton","D",88643,39.3217406733798,225430,1992
"332","Snohomish","Bush","R",69137,30.6689437963004,225430,1992
"333","Snohomish","Perot","IC",65838,29.2055183427228,225430,1992
"334","Snohomish","Marrou","L",667,0.295878986825179,225430,1992
"335","Snohomish","Gritz","PP",377,0.167235949075101,225430,1992
"336","Snohomish","Phillips","WT",212,0.0940424965621257,225430,1992
"337","Snohomish","Hagelin","NL",186,0.0825089828328084,225430,1992
"338","Snohomish","Daniels","IC",123,0.0545623918733088,225430,1992
"339","Snohomish","Fulani",NA,107,0.0474648449629597,225430,1992
"340","Snohomish","LaRouche","IC",104,0.0461340549172692,225430,1992
"341","Snohomish","Warren","SW",36,0.0159694805482855,225430,1992
"342","Spokane","Clinton","D",69526,41.107537308138,169132,1992
"343","Spokane","Bush","R",59984,35.4657900338197,169132,1992
"344","Spokane","Perot","IC",38251,22.6160631932455,169132,1992
"345","Spokane","Marrou","L",452,0.267246884090533,169132,1992
"346","Spokane","Gritz","PP",342,0.202208925572925,169132,1992
"347","Spokane","Phillips","WT",173,0.102286971123146,169132,1992
"348","Spokane","Fulani",NA,124,0.073315516874394,169132,1992
"349","Spokane","Hagelin","NL",118,0.0697679918643426,169132,1992
"350","Spokane","LaRouche","IC",64,0.0378402667738808,169132,1992
"351","Spokane","Daniels","IC",61,0.0360665042688551,169132,1992
"352","Spokane","Warren","SW",37,0.0218764042286498,169132,1992
"353","Stevens","Bush","R",5706,38.587948874011,14787,1992
"354","Stevens","Clinton","D",4960,33.5429769392034,14787,1992
"355","Stevens","Perot","IC",3769,25.4886048556164,14787,1992
"356","Stevens","Gritz","PP",176,1.19023466558464,14787,1992
"357","Stevens","Phillips","WT",64,0.43281260566714,14787,1992
"358","Stevens","Marrou","L",56,0.378711029958748,14787,1992
"359","Stevens","Hagelin","NL",26,0.175830121052276,14787,1992
"360","Stevens","Daniels","IC",12,0.0811523635625888,14787,1992
"361","Stevens","LaRouche","IC",9,0.0608642726719416,14787,1992
"362","Stevens","Fulani",NA,8,0.0541015757083925,14787,1992
"363","Stevens","Warren","SW",1,0.00676269696354906,14787,1992
"364","Thurston","Clinton","D",38293,45.2801854107297,84569,1992
"365","Thurston","Bush","R",25643,30.3219855975594,84569,1992
"366","Thurston","Perot","IC",19551,23.1184003594698,84569,1992
"367","Thurston","Marrou","L",286,0.338185387080372,84569,1992
"368","Thurston","Gritz","PP",241,0.284974399602691,84569,1992
"369","Thurston","Daniels","IC",129,0.152538164102685,84569,1992
"370","Thurston","Phillips","WT",126,0.148990764937507,84569,1992
"371","Thurston","Hagelin","NL",123,0.145443365772328,84569,1992
"372","Thurston","Fulani",NA,102,0.120611571616077,84569,1992
"373","Thurston","LaRouche","IC",42,0.0496635883125022,84569,1992
"374","Thurston","Warren","SW",33,0.039021390816966,84569,1992
"375","Wahkiakum","Clinton","D",696,38.7527839643653,1796,1992
"376","Wahkiakum","Perot","IC",584,32.5167037861915,1796,1992
"377","Wahkiakum","Bush","R",488,27.1714922048998,1796,1992
"378","Wahkiakum","Gritz","PP",15,0.835189309576837,1796,1992
"379","Wahkiakum","Phillips","WT",4,0.22271714922049,1796,1992
"380","Wahkiakum","Hagelin","NL",3,0.167037861915367,1796,1992
"381","Wahkiakum","Marrou","L",3,0.167037861915367,1796,1992
"382","Wahkiakum","Fulani",NA,2,0.111358574610245,1796,1992
"383","Wahkiakum","LaRouche","IC",1,0.0556792873051225,1796,1992
"384","Wahkiakum","Warren","SW",0,0,1796,1992
"385","Wahkiakum","Daniels","IC",0,0,1796,1992
"386","Walla Walla","Bush","R",7894,39.7062522005935,19881,1992
"387","Walla Walla","Clinton","D",7325,36.8442231276093,19881,1992
"388","Walla Walla","Perot","IC",4507,22.6698858206328,19881,1992
"389","Walla Walla","Marrou","L",68,0.342035108897943,19881,1992
"390","Walla Walla","Gritz","PP",41,0.206227050953171,19881,1992
"391","Walla Walla","Phillips","WT",12,0.0603591368643428,19881,1992
"392","Walla Walla","Fulani",NA,10,0.0502992807202857,19881,1992
"393","Walla Walla","LaRouche","IC",10,0.0502992807202857,19881,1992
"394","Walla Walla","Hagelin","NL",7,0.0352094965042,19881,1992
"395","Walla Walla","Daniels","IC",4,0.0201197122881143,19881,1992
"396","Walla Walla","Warren","SW",3,0.0150897842160857,19881,1992
"397","Whatcom","Clinton","D",26619,41.8018499034219,63679,1992
"398","Whatcom","Bush","R",23801,37.3765291540382,63679,1992
"399","Whatcom","Perot","IC",12455,19.5590383014809,63679,1992
"400","Whatcom","Marrou","L",237,0.372179211356962,63679,1992
"401","Whatcom","Gritz","PP",235,0.369038458518507,63679,1992
"402","Whatcom","Hagelin","NL",89,0.139763501311264,63679,1992
"403","Whatcom","Fulani",NA,85,0.133481995634354,63679,1992
"404","Whatcom","Phillips","WT",65,0.1020744672498,63679,1992
"405","Whatcom","Daniels","IC",55,0.0863707030575229,63679,1992
"406","Whatcom","LaRouche","IC",20,0.0314075283845538,63679,1992
"407","Whatcom","Warren","SW",18,0.0282667755460984,63679,1992
"408","Whitman","Clinton","D",7637,43.694930770111,17478,1992
"409","Whitman","Bush","R",6428,36.7776633482092,17478,1992
"410","Whitman","Perot","IC",3220,18.4231605446847,17478,1992
"411","Whitman","Marrou","L",90,0.514933058702369,17478,1992
"412","Whitman","Gritz","PP",28,0.160201396040737,17478,1992
"413","Whitman","Fulani",NA,16,0.0915436548804211,17478,1992
"414","Whitman","Daniels","IC",14,0.0801006980203685,17478,1992
"415","Whitman","Hagelin","NL",13,0.0743792195903421,17478,1992
"416","Whitman","Warren","SW",11,0.0629362627302895,17478,1992
"417","Whitman","Phillips","WT",11,0.0629362627302895,17478,1992
"418","Whitman","LaRouche","IC",10,0.0572147843002632,17478,1992
"419","Yakima","Bush","R",25841,44.5772740602736,57969,1992
"420","Yakima","Clinton","D",21026,36.2711104210871,57969,1992
"421","Yakima","Perot","IC",10583,18.2563094067519,57969,1992
"422","Yakima","Gritz","PP",166,0.286359951008298,57969,1992
"423","Yakima","Marrou","L",148,0.255308871983301,57969,1992
"424","Yakima","Phillips","WT",74,0.127654435991651,57969,1992
"425","Yakima","Hagelin","NL",57,0.0983284169124877,57969,1992
"426","Yakima","Fulani",NA,28,0.0483016784833273,57969,1992
"427","Yakima","LaRouche","IC",23,0.0396763787541617,57969,1992
"428","Yakima","Warren","SW",14,0.0241508392416636,57969,1992
"429","Yakima","Daniels","IC",9,0.0155255395124981,57969,1992
"430","Adams","Dole","R",2356,51.0619852622453,4614,1996
"431","Adams","Clinton","D",1740,37.7113133940182,4614,1996
"432","Adams","Perot","REF",448,9.70957954052883,4614,1996
"433","Adams","Nader","IC",23,0.498482878196792,4614,1996
