,year,prim_or_gen,county,eligible,registered,dem,rep,ind,lib,np
0,2004,gen,Alameda,955460,742258,410234,132260,12161,15342,157370
1,2004,gen,Alpine,965,827,286,303,27,14,190
2,2004,gen,Amador,25240,20475,7230,9561,596,159,2544
3,2004,gen,Butte,154305,123318,42901,50821,3345,2605,21293
4,2004,gen,Calaveras,33381,27332,9480,12305,731,344,3924
5,2004,gen,Colusa,10994,8053,2960,3781,197,24,1020
6,2004,gen,Contra Costa,666026,504505,243567,153564,9039,4779,85892
7,2004,gen,Del Norte,16932,12860,4809,5015,388,127,2260
8,2004,gen,El Dorado,119947,105687,32886,49411,2722,1191,17607
9,2004,gen,Fresno,497537,352197,140400,164073,5889,1780,37588
10,2004,gen,Glenn,16710,11938,3990,5726,306,43,1748
11,2004,gen,Humboldt,97610,84924,35245,24791,2030,4877,16523
12,2004,gen,Imperial,78693,54780,30334,14872,979,132,7769
13,2004,gen,Inyo,13335,10709,3496,4970,291,109,1664
14,2004,gen,Kern,422433,295106,105639,143620,7251,796,35089
15,2004,gen,Kings,71162,51695,20266,24369,978,127,5245
16,2004,gen,Lake,46504,33427,14717,10934,989,489,5853
17,2004,gen,Lassen,16375,14821,4484,6794,620,71,2634
18,2004,gen,Los Angeles,5656610,3972738,2016280,1071615,67091,27858,706049
19,2004,gen,Madera,74632,49997,17452,24748,1029,249,5970
20,2004,gen,Marin,174327,152658,78208,35794,2690,3726,30444
21,2004,gen,Mariposa,13748,11235,3654,5340,307,156,1485
22,2004,gen,Mendocino,61717,50713,23419,12904,1322,2525,9493
23,2004,gen,Merced,127979,99036,45149,42236,1684,312,9060
24,2004,gen,Modoc,6915,5525,1784,2738,169,27,748
25,2004,gen,Mono,9457,6972,2208,2724,218,147,1574
26,2004,gen,Monterey,228973,156233,75757,49406,2976,1378,25177
27,2004,gen,Napa,88230,69251,31819,22212,1636,1010,11357
28,2004,gen,Nevada,72742,65411,20906,28625,1563,1715,11619
29,2004,gen,Orange,1808058,1495824,452694,724260,29159,8484,258857
30,2004,gen,Placer,211077,183202,53049,94955,3606,1422,28235
31,2004,gen,Plumas,16129,14225,4811,6208,462,137,2452
32,2004,gen,Riverside,1095533,769328,266238,361803,16567,2971,109947
33,2004,gen,Sacramento,876713,650701,279400,229595,14518,6262,110683
34,2004,gen,San Benito,34110,26477,11903,9147,592,188,4299
35,2004,gen,San Bernardino,1135368,727138,281237,310411,17562,3040,103524
36,2004,gen,San Diego,1966240,1513300,524386,605974,34203,11164,310415
37,2004,gen,San Francisco,571538,486822,262982,56288,8388,14697,137719
38,2004,gen,San Joaquin,381812,276939,116729,121497,4437,977,29135
39,2004,gen,San Luis Obispo,185569,162459,57903,68547,3553,2420,26463
40,2004,gen,San Mateo,458990,368410,180702,94418,6726,4098,78367
41,2004,gen,Santa Barbara,268167,213194,86632,75484,4354,3270,39166
42,2004,gen,Santa Clara,1043872,865271,388889,241745,16388,7631,198600
43,2004,gen,Santa Cruz,173715,146157,78289,30612,2446,5213,26481
44,2004,gen,Shasta,127700,94718,29287,46358,2653,561,14733
45,2004,gen,Sierra,2629,2404,761,1016,95,26,437
46,2004,gen,Siskiyou,33102,27287,9867,11355,825,254,4514
47,2004,gen,Solano,266449,195049,94328,56456,4011,1149,36537
48,2004,gen,Sonoma,323999,248998,124537,66272,4938,6840,42242
49,2014,gen,Alameda,1036648,814009,451535,108919,16622,97,172974
50,2014,gen,Alpine,878,764,280,228,30,0,199
51,2014,gen,Amador,26593,20798,6467,9185,909,1,3786
52,2014,gen,Butte,167802,117503,38793,42484,4165,13,27144
53,2014,gen,Calaveras,35473,27068,8180,11344,1274,4,5324
54,2014,gen,Colusa,12296,7595,2542,3341,202,0,1438
55,2014,gen,Contra Costa,718685,527521,258862,126134,14029,36,119435
56,2014,gen,Del Norte,18253,12750,4153,4548,593,1,3009
57,2014,gen,El Dorado,135707,106931,30540,45901,4425,5,22748
58,2014,gen,Fresno,572045,416433,166447,153167,10973,29,76054
59,2014,gen,Glenn,18264,12034,3557,5267,457,0,2566
60,2014,gen,Humboldt,104687,76008,31127,18979,2515,2,19139
61,2014,gen,Imperial,95149,59149,29075,13067,1442,12,14545
62,2014,gen,Inyo,13668,9500,2895,4019,405,1,1943
63,2014,gen,Kern,497934,332228,119864,129562,10932,35,67459
64,2014,gen,Kings,77443,48251,17301,21489,1221,3,7667
65,2014,gen,Lake,49067,33489,13017,8857,1395,2,9102
66,2014,gen,Lassen,17174,12895,3040,6202,686,3,2709
67,2014,gen,Los Angeles,6096320,4897915,2473691,1010254,111365,2651,1168177
68,2014,gen,Madera,85976,52494,17354,22577,1654,3,10074
69,2014,gen,Marin,176922,148976,80796,26237,3299,9,34897
70,2014,gen,Mariposa,15290,10501,3067,4603,477,1,1920
71,2014,gen,Mendocino,64404,47502,21620,10036,1692,2,11437
72,2014,gen,Merced,151262,95452,40451,31322,2989,6,19074
73,2014,gen,Modoc,6934,5195,1269,2573,269,0,996
74,2014,gen,Mono,9635,5812,1908,2012,252,1,1521
75,2014,gen,Monterey,235827,165731,83386,39634,3956,12,36047
76,2014,gen,Napa,91531,70493,32290,18335,2208,5,15706
77,2014,gen,Nevada,76731,61690,20029,22187,2380,2,14661
78,2014,gen,Orange,1963747,1424216,454810,579912,37991,261,325130
79,2014,gen,Placer,259591,200422,55115,92447,4797,17,43108
80,2014,gen,Plumas,15299,11831,3566,5016,606,2,2397
81,2014,gen,Riverside,1394302,891575,316380,352831,27719,89,175839
82,2014,gen,Sacramento,961112,683632,295022,208658,20576,68,143325
83,2014,gen,San Benito,34594,24251,11032,6975,614,3,4904
84,2014,gen,San Bernardino,1273684,851684,325196,294381,30953,111,186472
85,2014,gen,San Diego,2135863,1546924,536300,506078,52982,151,420900
86,2014,gen,San Francisco,625446,433844,241480,36012,7631,27,135329
87,2014,gen,San Joaquin,428595,297425,126070,103124,8016,32,55446
88,2014,gen,San Luis Obispo,202600,150139,49692,59193,4397,7,32085
89,2014,gen,San Mateo,490797,355598,180459,66325,7708,20,95004
90,2014,gen,Santa Barbara,281167,196998,79392,58202,5317,14,48408
91,2014,gen,Santa Clara,1157944,805502,357873,176159,17023,51,241367
92,2014,gen,Santa Cruz,187844,142316,76645,22961,3444,10,33947
93,2014,gen,Shasta,135199,97933,25022,44190,3924,9,22644
94,2014,gen,Sierra,2502,2229,623,902,138,0,453
95,2014,gen,Siskiyou,35187,24840,7738,9917,1135,1,5425
96,2014,gen,Solano,284151,200147,96119,48815,5800,15,45885
97,2014,gen,Sonoma,341804,244448,126011,51577,6268,7,52170
98,2014,gen,Stanislaus,326747,214209,78884,88364,6008,27,36270
99,2014,gen,Sutter,59786,41608,13280,18015,1368,4,7589
100,2014,gen,Tehama,43727,30169,8653,13020,1548,3,6320
101,2014,gen,Trinity,11089,7213,2366,2420,369,0,1704
102,2014,gen,Tulare,256248,137695,43265,63249,4699,27,24544
103,2014,gen,Tuolumne,39669,29274,9202,12276,1246,0,5903
104,2014,gen,Ventura,542109,433064,169789,148095,11384,24,91523
105,2014,gen,Yolo,140889,101032,46983,23390,2869,4,25093
106,2014,gen,Yuba,47855,26918,8180,10455,1331,2,6424
110,2002,prim,Alameda,950261,677667,381647,134428,11127,14905,119021
111,2002,prim,Alpine,940,824,282,314,31,7,172
112,2002,prim,Amador,24137,18941,7411,8530,516,140,1840
113,2002,prim,Butte,150645,114094,41294,48335,3189,2385,16432
114,2002,prim,Calaveras,31517,24245,8949,10824,641,263,2924
115,2002,prim,Colusa,10802,7574,3045,3390,204,17,830
116,2002,prim,Contra Costa,655341,478754,236123,154649,8424,4272,52616
117,2002,prim,Del Norte,16931,11848,4626,4645,382,105,1871
118,2002,prim,El Dorado,115573,90053,30212,42461,2295,870,12471
119,2002,prim,Fresno,472879,321409,132662,145535,6002,1445,32443
120,2002,prim,Glenn,16550,11603,4270,5390,312,36,1456
121,2002,prim,Humboldt,96233,73353,30808,22481,1814,5124,11543
122,2002,prim,Imperial,75389,48335,25375,13191,1065,126,7714
123,2002,prim,Inyo,13197,10240,3466,4922,297,91,1294
124,2002,prim,Kern,397122,248637,91987,119537,6779,625,26498
125,2002,prim,Kings,72351,43746,16972,20443,1060,85,4805
126,2002,prim,Lake,44077,31018,14418,10398,945,427,4247
127,2002,prim,Lassen,18130,14328,4887,6191,597,63,2340
128,2002,prim,Los Angeles,5596320,4140740,2182962,1135194,73745,26968,614260
129,2002,prim,Madera,76968,40801,14305,21204,852,171,3756
130,2002,prim,Marin,180083,138322,69645,36705,2309,3906,23620
131,2002,prim,Mariposa,13331,11053,3737,5208,300,145,1298
132,2002,prim,Mendocino,61997,46002,21341,12660,1186,2554,7119
133,2002,prim,Merced,122116,87721,37992,39285,1635,283,7796
134,2002,prim,Modoc,7029,4959,1794,2370,149,20,559
135,2002,prim,Mono,9891,5764,1812,2480,182,108,1074
136,2002,prim,Monterey,222932,150863,71286,51895,2982,1428,21196
137,2002,prim,Napa,88998,62342,29261,21517,1380,743,8285
138,2002,prim,Nevada,72643,58310,18685,26689,1298,1735,8754
139,2002,prim,Orange,1741267,1286638,411618,631171,24711,6024,189336
140,2002,prim,Placer,191195,148926,46665,75317,3000,1145,20784
141,2002,prim,Plumas,16194,12273,4571,5335,380,86,1722
142,2002,prim,Riverside,995420,617690,224256,294009,13891,2250,72357
143,2002,prim,Sacramento,837611,598272,273472,213130,13351,5450,81802
144,2002,prim,San Benito,33462,26358,12265,9270,656,130,3574
145,2002,prim,San Bernardino,1064865,621144,262714,255113,15494,2237,73235
146,2002,prim,San Diego,1893200,1362861,485788,565281,32587,9816,230295
147,2002,prim,San Francisco,576971,440016,245910,58386,8117,12558,106996
148,2002,prim,San Joaquin,354066,235671,102497,107138,3653,764,18001
149,2002,prim,San Luis Obispo,184684,135476,47984,59745,3188,2234,18529
150,2002,prim,San Mateo,474079,332357,167817,90218,6057,3605,59836
151,2002,prim,Santa Barbara,266671,208551,85063,77247,4415,3774,32194
152,2002,prim,Santa Clara,1049151,733086,338808,221545,13071,6012,141442
153,2002,prim,Santa Cruz,178869,127583,64730,30644,2256,6199,20112
154,2002,prim,Shasta,120913,82886,28174,40153,2391,415,10524
155,2002,prim,Sierra,2670,2299,778,948,83,22,396
156,2002,prim,Siskiyou,32566,24572,9487,10213,733,232,3378
157,2002,prim,Solano,259190,171695,86986,51124,3612,970,26337
158,2002,prim,Sonoma,323631,231595,116975,67077,4426,6559,31820
159,2002,prim,Stanislaus,295606,197856,84282,84504,4421,619,20329
160,2002,prim,Sutter,52118,36919,12930,18390,855,108,3088
161,2002,prim,Tehama,39769,26343,10168,11519,957,90,3074
162,2002,prim,Trinity,9900,7584,2901,3130,249,131,912
163,2002,prim,Tulare,211194,122722,46566,58383,2807,386,13241
164,2002,prim,Tuolumne,36653,30472,12253,13103,809,289,3493
165,2002,prim,Ventura,493118,385140,149700,158988,8907,3339,54981
166,2002,prim,Yolo,119285,76981,37752,22706,1567,1623,11595
167,2002,prim,Yuba,38689,23296,9112,9700,832,137,3202
171,2012,prim,Alameda,999688,752331,423266,114373,14474,5,161811
172,2012,prim,Alpine,878,813,305,247,32,0,209
173,2012,prim,Amador,27411,20739,6694,9473,773,0,3434
174,2012,prim,Butte,166343,114220,38021,43625,3684,0,24892
175,2012,prim,Calaveras,35748,28050,8797,12026,1189,1,5185
176,2012,prim,Colusa,12326,7631,2647,3519,158,0,1250
177,2012,prim,Contra Costa,700607,520098,256226,133557,12735,2,107664
178,2012,prim,Del Norte,18288,11815,4160,4454,508,0,2328
179,2012,prim,El Dorado,134133,104856,30894,46902,3777,1,20515
180,2012,prim,Fresno,556382,390587,156581,153881,9678,0,61896
181,2012,prim,Glenn,18043,12077,3675,5488,463,0,2279
182,2012,prim,Humboldt,104453,76156,31742,20149,2369,1,17796
183,2012,prim,Imperial,92162,55090,27812,13960,1259,0,11284
184,2012,prim,Inyo,13585,9489,2967,4162,376,0,1768
185,2012,prim,Kern,483697,325125,114918,135463,10537,0,60324
186,2012,prim,Kings,77888,47349,16544,21312,1273,0,7567
187,2012,prim,Lake,47459,33553,13739,9410,1340,1,8190
188,2012,prim,Lassen,18422,13719,3438,6638,708,0,2728
189,2012,prim,Los Angeles,5959291,4459268,2259948,1010437,96810,2690,934731
190,2012,prim,Madera,86137,52826,18040,24091,1482,0,8453
191,2012,prim,Marin,176181,146755,79821,28019,2890,0,32534
192,2012,prim,Mariposa,14517,10523,3152,4792,444,0,1810
193,2012,prim,Mendocino,62919,47546,22102,10560,1569,0,10616
194,2012,prim,Merced,146679,92759,41526,32112,2670,0,15108
195,2012,prim,Modoc,7304,5371,1385,2688,255,0,959
196,2012,prim,Mono,9897,5547,1800,2085,200,0,1346
197,2012,prim,Monterey,231244,157041,81767,39338,3470,0,30173
198,2012,prim,Napa,90847,68330,31763,18957,1985,0,13915
199,2012,prim,Nevada,76426,60590,20064,23895,2025,1,12712
200,2012,prim,Orange,1916528,1612145,506389,679877,40822,222,354820
201,2012,prim,Placer,249916,194705,54950,93799,3797,0,38566
202,2012,prim,Plumas,15858,12894,4067,5535,611,0,2459
203,2012,prim,Riverside,1351562,852217,310599,345945,24808,8,154694
204,2012,prim,Sacramento,941160,653391,281679,218699,17843,0,124094
205,2012,prim,San Benito,33439,24899,11866,7479,610,0,4595
206,2012,prim,San Bernardino,1253049,815087,314653,299577,28192,45,160544
207,2012,prim,San Diego,2084578,1465269,516264,514558,45817,24,361994
208,2012,prim,San Francisco,601851,470606,261408,43254,8317,4,144008
209,2012,prim,San Joaquin,417819,271250,111277,107942,6630,0,41501
210,2012,prim,San Luis Obispo,200531,147276,50369,58906,3669,0,29103
211,2012,prim,San Mateo,477460,337757,172469,68941,7029,3,83739
212,2012,prim,Santa Barbara,275629,191061,78845,60959,4671,0,41533
213,2012,prim,Santa Clara,1116131,755117,341731,174146,15191,0,212583
214,2012,prim,Santa Cruz,182516,146980,79164,25922,3281,1,32502
215,2012,prim,Shasta,133615,96366,26182,45377,3391,0,19691
216,2012,prim,Sierra,2560,2247,649,963,122,0,427
217,2012,prim,Siskiyou,34500,25343,8268,10481,1069,0,4949
218,2012,prim,Solano,273871,197604,95461,51195,5429,1,42468
219,2012,prim,Sonoma,338678,248216,127704,55477,5856,2,51476
220,2012,prim,Stanislaus,321774,220521,90641,84597,5738,7,34906
221,2012,prim,Sutter,59158,40255,13128,18278,1234,0,7000
222,2012,prim,Tehama,43209,30476,9329,13503,1507,1,5581
223,2012,prim,Trinity,11348,7948,2704,2758,368,0,1776
224,2012,prim,Tulare,250747,139946,46984,62584,4528,1,24034
225,2012,prim,Tuolumne,39418,31287,10147,13302,1241,2,5955
226,2012,prim,Ventura,532967,406644,157539,150919,9529,7,77994
227,2012,prim,Yolo,137308,96961,45433,24548,2536,0,21587
228,2012,prim,Yuba,46892,28977,9228,11358,1349,0,6552
231,2004,prim,Siskiyou,32652,26564,9734,11091,807,254,4175
232,2004,prim,Solano,266188,171543,83566,52264,3515,1109,28673
233,2004,prim,Sonoma,325316,231038,115454,64664,4357,6831,35651
234,2004,prim,Stanislaus,300535,202259,86479,87369,3653,743,20101
235,2004,prim,Sutter,52513,39205,12956,19819,884,135,3725
236,2004,prim,Tehama,39951,28578,10193,12694,1106,136,3949
237,2004,prim,Trinity,10368,7586,2819,3125,250,125,1054
238,2004,prim,Tulare,216296,131073,46840,64126,2864,519,15433
239,2004,prim,Tuolumne,38334,30999,11782,13632,835,298,3950
240,2004,prim,Ventura,503027,366486,138432,154583,7617,3445,55460
241,2004,prim,Yolo,120705,81960,38428,24322,1637,1815,14185
242,2004,prim,Yuba,39811,26006,9297,11368,921,178,3950
245,2004,prim,Alameda,957699,679145,375185,128795,10745,15233,134409
246,2004,prim,Alpine,909,816,279,300,30,13,180
247,2004,prim,Amador,25334,19136,6952,8912,507,143,2217
248,2004,prim,Butte,153990,113771,39572,47991,3049,2596,18223
249,2004,prim,Calaveras,32888,25715,9021,11601,675,334,3533
250,2004,prim,Colusa,10824,7650,2906,3559,203,24,886
251,2004,prim,Contra Costa,664525,453036,219505,144335,7640,4483,69557
252,2004,prim,Del Norte,16681,12403,4656,4856,380,141,2126
253,2004,prim,El Dorado,119122,94633,30018,45011,2348,1043,14473
254,2004,prim,Fresno,486581,335909,133364,157716,5596,1844,34712
255,2004,prim,Glenn,16332,11492,3914,5530,297,39,1585
256,2004,prim,Humboldt,96550,79693,33417,23857,1810,5091,14033
257,2004,prim,Imperial,74236,50766,26931,14480,961,141,7511
258,2004,prim,Inyo,13277,10082,3304,4805,279,110,1431
259,2004,prim,Kern,410859,266892,95065,131533,6670,728,30198
260,2004,prim,Kings,67911,45734,17744,21791,909,104,4490
261,2004,prim,Lake,45260,29258,13151,9900,853,458,4462
262,2004,prim,Lassen,17125,13905,4435,6206,575,61,2428
263,2004,prim,Los Angeles,5628181,3682950,1880047,1023873,60330,27242,606890
264,2004,prim,Madera,71120,44984,16000,22629,888,227,4740
265,2004,prim,Marin,176059,141834,71764,35577,2412,3846,26400
266,2004,prim,Mariposa,13814,10611,3482,5090,292,148,1309
267,2004,prim,Mendocino,61017,47071,21683,12459,1203,2592,8100
268,2004,prim,Merced,125284,90867,42196,38290,1506,307,7989
269,2004,prim,Modoc,6614,5188,1762,2537,152,24,656
270,2004,prim,Mono,9376,6355,1985,2644,200,140,1298
271,2004,prim,Monterey,227238,149058,70682,49665,2857,1478,22688
272,2004,prim,Napa,87517,64000,29263,21436,1436,941,9729
273,2004,prim,Nevada,72436,60180,19205,27147,1348,1663,9840
274,2004,prim,Orange,1797891,1384086,426223,674421,26741,8065,225748
275,2004,prim,Placer,202410,165429,48377,86608,3123,1306,24111
276,2004,prim,Plumas,15882,13104,4553,5760,412,116,2127
277,2004,prim,Riverside,1065980,663814,228198,322247,13829,2577,86078
278,2004,prim,Sacramento,869737,593544,257266,214608,12681,5816,92752
279,2004,prim,San Benito,33730,26007,11697,8965,588,214,4154
280,2004,prim,San Bernardino,1112590,649501,252314,282657,15251,2721,84949
281,2004,prim,San Diego,1946993,1336353,460762,554113,30076,10878,253004
282,2004,prim,San Francisco,570808,448948,243412,55243,7552,15039,120865
283,2004,prim,San Joaquin,376088,248786,104401,112059,3826,935,23050
284,2004,prim,San Luis Obispo,185306,139830,47801,61191,3239,2476,21674
285,2004,prim,San Mateo,462078,330179,164539,85660,6010,3967,65818
286,2004,prim,Santa Barbara,265860,188432,74603,70233,3680,3411,32278
287,2004,prim,Santa Clara,1045959,783890,354019,225718,14667,7148,170410
288,2004,prim,Santa Cruz,173750,132307,68172,29616,2202,5754,23410
289,2004,prim,Shasta,125725,88273,28104,43191,2494,524,12820
290,2004,prim,Sierra,2652,2246,722,960,87,20,392
291,2014,prim,Alameda,1030130,803728,449524,109824,16346,90,161590
292,2014,prim,Alpine,876,766,284,231,30,0,198
293,2014,prim,Amador,26768,21200,6608,9430,937,2,3773
294,2014,prim,Butte,167394,119081,39621,43030,4146,14,27393
295,2014,prim,Calaveras,35583,27263,8324,11456,1284,4,5267
296,2014,prim,Colusa,12291,7653,2592,3371,198,0,1422
297,2014,prim,Contra Costa,715697,528162,260467,127576,13780,31,117246
298,2014,prim,Del Norte,18378,12398,4204,4530,575,1,2645
299,2014,prim,El Dorado,135580,106944,30732,46204,4316,5,22432
300,2014,prim,Fresno,569314,412181,163221,151983,11003,26,76178
301,2014,prim,Glenn,18235,11978,3581,5278,454,0,2476
302,2014,prim,Humboldt,104663,75411,31168,19127,2459,2,18541
303,2014,prim,Imperial,94854,58197,28989,13131,1377,8,13726
304,2014,prim,Inyo,13678,9509,2921,4064,399,1,1881
305,2014,prim,Kern,496204,334435,114846,132627,11390,33,71082
306,2014,prim,Kings,77977,47420,16596,21027,1264,4,7934
307,2014,prim,Lake,49002,33987,13327,9017,1390,2,9113
308,2014,prim,Lassen,17408,13433,3186,6415,728,3,2842
309,2014,prim,Los Angeles,6076302,4857424,2461286,1011346,109902,2513,831417
310,2014,prim,Madera,85586,52817,17573,22907,1664,3,9844
311,2014,prim,Marin,176609,148762,80848,26537,3274,6,34428
312,2014,prim,Mariposa,15248,10574,3109,4654,477,1,1926
313,2014,prim,Mendocino,64240,47400,21723,10108,1668,1,11182
314,2014,prim,Merced,150629,94779,40635,31661,2924,5,18022
315,2014,prim,Modoc,6991,5454,1356,2686,282,0,1039
316,2014,prim,Mono,9678,5802,1912,2017,245,0,1511
317,2014,prim,Monterey,235319,164032,83204,39988,3854,11,34363
318,2014,prim,Napa,91388,71241,32761,18642,2214,4,15694
319,2014,prim,Nevada,76711,61711,20163,22517,2348,2,14258
320,2014,prim,Orange,1955899,1411232,447818,578655,37760,264,321208
321,2014,prim,Placer,257989,200829,55364,93350,4605,18,42775
322,2014,prim,Plumas,15383,12030,3643,5117,616,2,2424
323,2014,prim,Riverside,1387385,887643,316161,357104,27088,84,169007
324,2014,prim,Sacramento,957597,688443,299257,212065,20386,51,140806
325,2014,prim,San Benito,34480,23778,11098,7079,611,3,4580
326,2014,prim,San Bernardino,1269053,851326,327206,295701,30933,97,182969
327,2014,prim,San Diego,2124563,1544841,538819,510693,52540,136,412751
328,2014,prim,San Francisco,622063,434922,243620,36649,7592,27,133808
329,2014,prim,San Joaquin,426618,293837,125565,103456,7789,22,52445
330,2014,prim,San Luis Obispo,202445,150302,50231,59420,4340,8,31623
331,2014,prim,San Mateo,488370,354994,180773,67001,7642,19,93554
332,2014,prim,Santa Barbara,280119,193900,79134,58484,5157,13,45686
333,2014,prim,Santa Clara,1150600,805922,360089,179619,16826,41,236538
334,2014,prim,Santa Cruz,186842,141105,76625,23261,3347,10,32851
335,2014,prim,Shasta,135021,98772,25467,44652,3899,6,22632
336,2014,prim,Sierra,2508,2209,619,906,137,0,443
337,2014,prim,Siskiyou,35106,24833,7815,9978,1138,1,5276
338,2014,prim,Solano,282938,201728,97378,49466,5784,13,45640
339,2014,prim,Sonoma,341221,241005,124770,51570,6056,5,50929
340,2014,prim,Stanislaus,325894,211330,79311,87256,5816,27,34457
341,2014,prim,Sutter,59670,42218,13559,18347,1397,4,7658
342,2014,prim,Tehama,43659,30492,8875,13186,1550,2,6263
343,2014,prim,Trinity,11087,7062,2340,2399,363,0,1628
344,2014,prim,Tulare,255422,137306,43625,62985,4759,24,24002
345,2014,prim,Tuolumne,39644,29880,9468,12528,1247,0,5988
346,2014,prim,Ventura,540235,427349,163266,149923,11386,19,90650
347,2014,prim,Yolo,140471,101854,47649,23807,2896,3,24851
348,2014,prim,Yuba,47737,27122,8364,10569,1326,3,6350
351,2002,gen,Alameda,955139,662339,369434,130083,10533,15461,121436
352,2002,gen,Alpine,915,828,284,311,33,7,178
353,2002,gen,Amador,24968,19129,7368,8668,496,153,1979
354,2002,gen,Butte,149948,113988,40394,48144,3128,2697,17039
355,2002,gen,Calaveras,32167,24971,9052,11253,638,301,3110
356,2002,gen,Colusa,10578,7512,2959,3435,191,22,828
357,2002,gen,Contra Costa,654002,484640,237561,155308,8530,4718,68965
358,2002,gen,Del Norte,16740,12067,4687,4699,384,122,1964
359,2002,gen,El Dorado,116640,89640,29551,42684,2190,966,12596
360,2002,gen,Fresno,475513,344359,148208,151151,6010,1660,34141
361,2002,gen,Glenn,15959,11346,4083,5378,295,39,1417
362,2002,gen,Humboldt,95608,76514,33246,22677,1796,5396,11918
363,2002,gen,Imperial,75335,51271,27936,14259,967,125,7205
